alo_label, env_input, actions, alo_predicted, reward_actions, steps_search
----------------------train at epoch 1-----------------------------
13, 9, [9], [13], [33.045624], 1
2, 9, [9 7], [5 2], [-10.060268  33.14336 ], 2
4, 1, [1 7], [8 4], [-10.069658  33.14619 ], 2
13, 1, [1], [13], [33.037823], 1
9, 11, [11], [9], [33.104744], 1
2, 12, [12 14], [0 2], [-10.073664  33.137505], 2
10, 14, [14], [10], [33.07802], 1
7, 9, [9 8], [7 7], [32.96377  33.190113], 2
2, 7, [7], [2], [33.143337], 1
2, 5, [ 5 13], [6 2], [-10.067619  33.150345], 2
12, 2, [2], [12], [33.145824], 1
0, 6, [6], [0], [33.1448], 1
0, 3, [3 4 8], [6 7 0], [-20.392569  15.934295  33.152023], 3
1, 15, [15], [1], [33.064384], 1
11, 5, [5], [11], [33.035797], 1
3, 8, [ 8 13], [3 3], [33.0655   33.153454], 2
8, 13, [13], [8], [33.165585], 1
13, 10, [10], [13], [33.070477], 1
10, 13, [13], [10], [33.196644], 1
0, 9, [ 9  8 15 14], [5 0 6 0], [-20.15074   16.327984  11.967794  33.155468], 4
14, 13, [13  2], [14 14], [33.16194  33.284492], 2
0, 13, [13], [0], [33.15286], 1
14, 6, [ 6  8 13], [12 12 14], [-20.09658   16.113098  33.19099 ], 3
13, 4, [4], [13], [33.04564], 1
10, 10, [10], [10], [33.070126], 1
6, 4, [ 4 11], [7 6], [-10.082937  33.123783], 2
0, 4, [ 4  1 14], [5 6 0], [-20.38959   15.9453    33.155556], 3
10, 5, [5], [10], [33.03554], 1
5, 8, [8], [5], [33.149647], 1
5, 2, [2], [5], [33.14289], 1
2, 11, [11], [2], [33.108448], 1

4, 15, [15 13], [4 4], [32.95293  33.156376], 2
1, 1, [1], [1], [33.050426], 1
4, 9, [ 9 15 11  7], [8 4 4 4], [-15.504058  24.073296  25.023193  33.146152], 4
1, 9, [9], [1], [33.07479], 1
0, 5, [ 5  3  1 13], [6 6 6 0], [-28.029957   3.213032  11.943628  33.15258 ], 4
3, 15, [15  7], [5 3], [-10.038509  33.142696], 2
7, 8, [ 8 11 14  8], [7 5 5 7], [15.216184   3.3787763 12.08548   33.20158  ], 4
10, 7, [7], [10], [33.12794], 1
1, 8, [8], [1], [33.149788], 1
11, 4, [4], [11], [33.037056], 1
14, 13, [13  6  5 14  2], [12 12 14 12 14], [-28.477839    2.2105057   9.970652    8.139379   33.2947   ], 5
3, 9, [9 6], [5 3], [-10.057983  33.146633], 2
11, 14, [14], [11], [33.07068], 1
7, 12, [12 15 10  3  2 11 14], [6 2 6 6 7 5 5], [-41.47544  -19.19838  -25.455952 -29.223238 -28.782682 -43.17379
 -38.83547 ], 7
1, 7, [7], [1], [33.1432], 1
7, 7, [7 8], [5 7], [-9.933619 33.2004  ], 2
2, 4, [ 4 14], [5 2], [-10.074087  33.137966], 2
4, 5, [5 7], [8 4], [-10.071249  33.146706], 2
4, 4, [ 4  1  8 14  8 13], [8 8 4 4 4 4], [-28.020378    3.2276084  11.976797   11.376594   17.04293    33.153484 ], 6
2, 11, [11], [2], [33.108444], 1
4, 9, [ 9 13], [4 4], [32.94612 33.15342], 2
9, 8, [8], [9], [33.218536], 1
14, 12, [12  7  6 13], [ 7 12 12 14], [-27.870262   3.460256  12.147287  33.18859 ], 4
8, 3, [3 8], [1 8], [-10.068825  33.151676], 2
10, 15, [15], [10], [33.051025], 1
1, 10, [10], [1], [33.07585], 1
13, 9, [9], [13], [33.04564], 1
13, 2, [2], [13], [33.16763], 1
2, 9, [ 9 13], [5 2], [-10.055792  33.15035 ], 2
4, 14, [14], [4], [33.14875], 1
10, 11, [11], [10], [33.126106], 1
3, 9, [9 7], [5 3], [-10.061058  33.142677], 2

4, 12, [12 13], [8 4], [-10.064566  33.153484], 2
8, 1, [1 4], [6 8], [-10.124258  33.04341 ], 2
0, 3, [ 3 14], [6 0], [-10.06122   33.154285], 2
3, 5, [5 8], [3 3], [32.955166 33.186638], 2
5, 15, [15  7], [9 5], [-10.05616  33.14526], 2
0, 5, [ 5 13], [7 0], [-10.065893  33.153183], 2
0, 2, [2], [0], [33.143295], 1
0, 14, [14], [0], [33.154724], 1
4, 11, [11 14 11  7], [4 8 4 4], [19.83984  11.171892 25.02475  33.146744], 4
12, 8, [8], [12], [33.209385], 1
1, 7, [7], [1], [33.14325], 1
12, 7, [7], [12], [33.15129], 1
7, 5, [5 8], [7 7], [32.956284 33.190113], 2
0, 6, [ 6 14  8 15  7], [0 3 0 0 0], [17.216116  6.785126 17.721346 20.953793 33.143604], 5
11, 11, [11], [11], [33.1336], 1
2, 8, [8], [2], [33.150764], 1
13, 12, [12], [13], [33.042465], 1
4, 6, [ 6 11 15 14  2], [4 4 8 4 4], [20.295778  11.938205   4.6772118 21.03907   33.14627  ], 5
10, 1, [1], [10], [33.039284], 1
14, 12, [12  8 11  8  6  8 13], [12 12 12 12 12 12 12], [-42.98632  -21.752794 -29.935305 -36.751064 -41.599087 -43.07389
 -38.8038  ], 7
6, 9, [9 7], [5 6], [-10.060322  33.14513 ], 2
11, 11, [11], [11], [33.135025], 1
0, 11, [11], [0], [33.10845], 1
0, 5, [ 5 14], [6 0], [-10.065212  33.154285], 2
8, 11, [11], [8], [33.174957], 1
1, 4, [4], [1], [33.042267], 1
10, 2, [2], [10], [33.12124], 1
7, 1, [ 1 14], [6 7], [-10.03882   33.181618], 2
13, 11, [11], [13], [33.10636], 1
13, 14, [14], [13], [33.166298], 1
10, 3, [3], [10], [33.033615], 1
11, 11, [11], [11], [33.134727], 1

4, 2, [2], [4], [33.146236], 1
12, 9, [9 7], [12 12], [32.94181  33.151337], 2
4, 4, [ 4 13], [8 4], [-10.064484  33.154137], 2
5, 7, [7], [5], [33.14568], 1
11, 4, [4], [11], [33.03705], 1
10, 7, [7], [10], [33.127945], 1
8, 3, [ 3 13], [8 8], [32.936462 33.16458 ], 2
11, 1, [1], [11], [33.036396], 1
2, 15, [15 11], [2 2], [32.9352   33.108284], 2
14, 10, [10  5  8  6 16], [12 14 12 12 14], [-25.532852    7.3260245  -2.9306593   8.118061   33.137497 ], 5
4, 7, [7], [4], [33.146267], 1
7, 3, [ 3 15  4 16], [6 5 7 7], [-23.326248  11.046179  24.938602  33.160297], 4
8, 4, [ 4 11], [4 8], [-10.052088  33.17506 ], 2
6, 16, [16], [6], [33.107273], 1
12, 2, [2], [12], [33.140575], 1
6, 14, [14 13], [6 6], [33.03432  33.151703], 2
4, 10, [10 11  7], [4 4 4], [30.498077 29.023193 33.146152], 3
8, 2, [2], [8], [33.138584], 1
12, 6, [6], [12], [33.247124], 1
6, 6, [6], [6], [33.14296], 1
5, 4, [4 8], [5 5], [32.93345  33.150707], 2
1, 10, [10], [1], [33.07586], 1
1, 2, [2], [1], [33.147324], 1
8, 10, [10  4  8], [8 4 8], [22.653057 15.933881 33.151543], 3
3, 16, [16], [3], [33.11445], 1
5, 1, [1 7], [6 5], [-10.060215  33.14555 ], 2
12, 15, [15  7], [13 12], [-10.061422  33.146957], 2
8, 7, [7], [8], [33.155552], 1
9, 9, [9], [9], [33.04501], 1
3, 9, [ 9 14], [7 3], [-10.055113  33.15692 ], 2
2, 10, [10  7], [6 2], [-10.036869  33.14336 ], 2
6, 5, [ 5 16], [6 6], [32.906548 33.10698 ], 2

12, 16, [16], [12], [33.126316], 1
2, 6, [6], [2], [33.143166], 1
14, 14, [14  2], [12 14], [-9.860765 33.29418 ], 2
11, 5, [5], [11], [33.03572], 1
8, 9, [ 9 14], [4 8], [-10.047581  33.16574 ], 2
12, 10, [10], [12], [33.08185], 1
10, 13, [13], [10], [33.196617], 1
13, 5, [5], [13], [33.04083], 1
14, 13, [13], [14], [33.1904], 1
10, 7, [7], [10], [33.127968], 1
12, 10, [10], [12], [33.07708], 1
9, 5, [5 1], [9 9], [32.855324 33.034782], 2
3, 5, [ 5 11], [3 3], [32.907978 33.10706 ], 2
6, 5, [5 7], [6 6], [32.929363 33.145126], 2
1, 8, [8], [1], [33.14979], 1
6, 8, [8], [6], [33.127018], 1
8, 1, [1 8], [4 8], [-10.0649605  33.151676 ], 2
10, 2, [2], [10], [33.121246], 1
2, 2, [2], [2], [33.141357], 1
5, 11, [11  2], [7 5], [-9.985184 33.14037 ], 2
0, 15, [15 11], [6 0], [-10.062325  33.107925], 2
9, 6, [6 1], [3 9], [-10.032362  33.034668], 2
7, 16, [16], [7], [33.155357], 1
0, 7, [7], [0], [33.143776], 1
13, 5, [5], [13], [33.04083], 1
14, 5, [ 5  6  5 10  7 13  2], [12 12 12 12 12 14 14], [-38.68004  -14.537649 -17.967056 -16.68529   -7.93312   13.161942
  33.284492], 7
8, 6, [6], [8], [33.112755], 1
6, 7, [7], [6], [33.14788], 1
8, 2, [2], [8], [33.13873], 1
6, 16, [16], [6], [33.107372], 1
5, 11, [11 16  7], [5 9 5], [22.722855 16.015772 33.14528 ], 3
14, 8, [ 8  6 13], [12 12 14], [-20.10845  16.15223  33.19059], 3

8, 4, [4 8 6], [4 4 8], [-20.348557  16.014126  33.10528 ], 3
3, 11, [11], [3], [33.107197], 1
7, 14, [14 16], [7 7], [33.068325 33.162693], 2
13, 5, [5], [13], [33.040833], 1
11, 6, [6], [11], [33.14653], 1
14, 2, [2], [14], [33.27376], 1
0, 6, [6], [0], [33.144676], 1
2, 15, [15 14], [6 2], [-10.04513  33.13755], 2
14, 3, [ 3  6 16 14  6  8  6], [ 7 12 14 12 12 12 12], [-38.29819  -13.918199 -16.939077 -36.78636  -41.581432 -43.044464
 -38.754753], 7
2, 4, [4 8], [5 2], [-10.066868  33.149704], 2
13, 3, [3], [13], [33.035408], 1
11, 9, [9], [11], [33.04674], 1
8, 7, [7], [8], [33.15563], 1
11, 8, [8], [11], [33.164463], 1
9, 16, [16], [9], [33.13189], 1
5, 14, [14 13 14  8], [5 5 5 5], [27.669392 24.184849 25.049236 33.151257], 4
5, 4, [ 4 14], [5 5], [32.9319  33.14753], 2
6, 4, [4 7], [5 6], [-10.070066  33.145126], 2
14, 16, [16  2], [12 14], [-9.906544 33.269794], 2
8, 1, [1], [8], [33.04127], 1
14, 3, [3 2], [ 7 14], [-9.982218 33.26645 ], 2
7, 13, [13], [7], [33.168022], 1
6, 4, [ 4 13], [5 6], [-10.065197  33.15168 ], 2
7, 1, [1 8], [6 7], [-10.030359  33.196102], 2
7, 4, [ 4 13], [7 7], [32.943436 33.167877], 2
0, 8, [ 8 14], [0 0], [33.04386  33.154865], 2
2, 7, [7 6], [2 2], [33.03554 33.14644], 2
5, 4, [ 4 14], [5 5], [32.932705 33.1494  ], 2
12, 16, [16], [12], [33.12623], 1
0, 12, [12  8], [6 0], [-10.065268  33.152023], 2
2, 7, [7], [2], [33.143337], 1
2, 10, [10 11], [6 2], [-10.05764  33.10828], 2

1, 5, [5], [1], [33.043907], 1
9, 10, [10], [9], [33.0865], 1
7, 2, [ 2  8 13], [5 5 7], [-20.232283  16.058094  33.168503], 3
12, 1, [ 1 13], [12 12], [32.958225 33.20136 ], 2
11, 1, [1 6], [11 11], [32.9228   33.144444], 2
2, 1, [1], [2], [33.052593], 1
1, 1, [1], [1], [33.050426], 1
7, 5, [ 5 14], [6 7], [-10.046698  33.184685], 2
11, 3, [3 8], [11 11], [32.932766 33.164886], 2
6, 15, [15 11], [6 6], [32.947132 33.123756], 2
11, 3, [ 3 16], [11 11], [32.947186 33.188957], 2
3, 7, [7], [3], [33.143303], 1
0, 10, [10  8 14  2], [6 0 3 0], [-20.096958  16.375578  12.04158   33.14408 ], 4
13, 8, [8], [13], [33.182472], 1
10, 15, [15], [10], [33.049446], 1
9, 8, [8], [9], [33.208466], 1
7, 13, [13  7], [7 7], [33.053795 33.147205], 2
5, 9, [ 9 15], [2 5], [-10.102768  33.072243], 2
5, 9, [ 9 10  9 14], [5 6 5 5], [19.679174 11.042685 24.94174  33.146957], 4
8, 13, [13], [8], [33.16575], 1
10, 7, [7], [10], [33.12796], 1
3, 7, [7], [3], [33.143326], 1
5, 13, [13], [5], [33.156044], 1
11, 8, [8], [11], [33.164867], 1
13, 11, [11], [13], [33.10636], 1
1, 2, [2], [1], [33.14732], 1
3, 14, [14], [3], [33.157646], 1
6, 12, [12 10  8], [6 6 6], [30.415762 28.953823 33.126717], 3
13, 12, [12], [13], [33.042465], 1
1, 16, [16], [1], [33.121334], 1
3, 3, [ 3 13], [3 3], [32.93814 33.15348], 2
2, 11, [11], [2], [33.108513], 1

6, 7, [7 4], [6 6], [32.979134 33.04796 ], 2
6, 3, [ 3 11], [6 6], [32.92031  33.123783], 2
5, 3, [ 3 14], [5 5], [32.943092 33.156143], 2
8, 9, [9 2], [4 8], [-10.062458  33.13839 ], 2
0, 2, [2], [0], [33.143814], 1
3, 12, [12  4  6], [6 5 3], [-20.397625  15.931036  33.146236], 3
14, 10, [10 13  7  2], [12 14 12 14], [-20.040276  16.475492  12.140411  33.284492], 4
12, 1, [ 1 13], [12 12], [32.957733 33.197998], 2
5, 8, [8], [5], [33.150543], 1
0, 14, [14 13], [0 0], [33.04476  33.152935], 2
13, 10, [10], [13], [33.070477], 1
13, 10, [10], [13], [33.070473], 1
12, 4, [ 4 12], [12 12], [32.87896 33.05101], 2
10, 2, [2], [10], [33.121193], 1
3, 13, [13], [3], [33.153877], 1
13, 2, [2], [13], [33.16763], 1
8, 7, [ 7 13], [8 8], [33.052723 33.165234], 2
12, 13, [13], [12], [33.199394], 1
9, 15, [15], [9], [33.051273], 1
2, 14, [14], [2], [33.13929], 1
13, 11, [11], [13], [33.10638], 1
5, 3, [3], [5], [33.05334], 1
1, 6, [6], [1], [33.14515], 1
13, 6, [6], [13], [33.22754], 1
5, 7, [7], [5], [33.145782], 1
5, 3, [ 3 15  9  8], [6 6 5 5], [-23.329107  11.040481  24.945272  33.151314], 4
0, 12, [12  7  6], [0 0 0], [30.46257  29.030952 33.144394], 3
6, 9, [ 9 14 10 11], [5 2 6 6], [-23.28248   11.109024  24.951473  33.123745], 4
10, 14, [14], [10], [33.076206], 1
0, 10, [10  6], [6 0], [-10.036182  33.144394], 2
0, 14, [14], [0], [33.154224], 1
8, 1, [ 1 16 13], [8 8 8], [30.46958  29.045069 33.16412 ], 3

2, 12, [12  7], [6 2], [-10.070032  33.14336 ], 2
4, 9, [ 9 16  5  8 14], [4 4 8 4 4], [20.211737  11.929539   4.6633787 21.04004   33.14853  ], 5
9, 1, [1], [9], [33.035034], 1
2, 2, [2], [2], [33.14107], 1
9, 11, [11], [9], [33.1042], 1
5, 14, [14  9  6], [5 5 5], [30.533775 28.955328 33.16743 ], 3
4, 16, [16 13], [8 4], [-9.962727 33.15342 ], 2
11, 2, [2], [11], [33.12393], 1
11, 7, [7], [11], [33.130608], 1
12, 4, [4 6], [12 12], [32.99023  33.237106], 2
11, 2, [2], [11], [33.12384], 1
5, 4, [4 8], [5 5], [32.93345 33.15006], 2
0, 11, [11], [0], [33.110092], 1
14, 2, [2], [14], [33.267754], 1
2, 5, [5], [2], [33.04225], 1
0, 12, [12  8 11], [0 0 0], [30.453878 29.016727 33.108517], 3
4, 3, [ 3 13], [8 4], [-10.068924  33.15342 ], 2
3, 8, [8], [3], [33.186268], 1
0, 16, [16  8], [0 0], [33.03342  33.153442], 2
3, 10, [10  6], [6 3], [-10.034861  33.146206], 2
4, 3, [3 8], [8 4], [-10.071705  33.150787], 2
14, 4, [ 4  8 11  2], [12 12 12 14], [-27.875597    3.4573185  12.081549   33.27702  ], 4
12, 12, [12], [12], [33.041634], 1
12, 3, [3 8], [12 12], [32.961163 33.20941 ], 2
8, 8, [8], [8], [33.151707], 1
9, 14, [14], [9], [33.100952], 1
5, 11, [11 14  8], [7 5 5], [-12.436375  29.05168   33.150173], 3
5, 3, [ 3 15  1 12  8], [5 2 6 6 5], [ 9.543674  -5.8432026 -3.1875463  7.9332495 33.149395 ], 5
6, 12, [12 10  7], [6 6 6], [30.422401 28.964676 33.145126], 3
2, 7, [7], [2], [33.143333], 1
3, 12, [12  1 11], [6 6 3], [-20.406738  15.916093  33.107063], 3
9, 2, [2], [9], [33.124443], 1

0, 12, [12 15  8  4  7], [6 3 0 7 0], [-28.740866    2.0263588   9.908556    7.9293528  33.143574 ], 5
0, 5, [ 5  7 15  8], [0 0 5 0], [22.83936  16.32735  11.971724 33.15119 ], 4
11, 7, [7], [11], [33.1295], 1
5, 1, [ 1 16], [6 5], [-10.084488  33.106388], 2
8, 2, [2], [8], [33.138264], 1
1, 4, [4], [1], [33.04227], 1
12, 6, [6], [12], [33.23841], 1
13, 6, [6], [13], [33.22697], 1
13, 7, [7], [13], [33.155807], 1
7, 7, [ 7  3  7  6 14  3 13], [5 7 5 5 7 7 7], [-29.171831    1.1367574 -13.183772   -8.883142    4.941421   12.948351
  33.168884 ], 7
0, 6, [6], [0], [33.144535], 1
3, 12, [12 16], [0 3], [-10.087893  33.113518], 2
11, 9, [9], [11], [33.04642], 1
14, 14, [14  8  6 10 11  6  8], [12 12 12 12 12 12 12], [-42.901096 -21.763065 -29.92588  -36.933353 -41.714687 -43.050392
 -38.807537], 7
13, 2, [2], [13], [33.16763], 1
12, 14, [14 16], [12 12], [33.000904 33.126175], 2
10, 4, [4], [10], [33.04989], 1
1, 15, [15], [1], [33.064384], 1
7, 12, [12 14  9 12  7], [6 7 5 6 7], [-25.596802    7.266097   -3.1869922   7.9318514  33.147537 ], 5
6, 8, [8], [6], [33.12861], 1
4, 13, [13], [4], [33.15429], 1
9, 6, [6], [9], [33.218216], 1
12, 11, [11], [12], [33.120335], 1
8, 2, [2], [8], [33.13961], 1
5, 8, [8], [5], [33.14975], 1
5, 16, [16], [5], [33.109745], 1
0, 10, [10  8  1 16  8], [6 0 6 0 0], [-22.750643   11.952726    4.6696367  21.02475    33.152523 ], 5
5, 6, [6], [5], [33.172195], 1
7, 2, [ 2 12  8  7 14  8], [5 6 7 5 7 7], [-30.716257   -1.4208741   4.2272186  -1.6025     17.085644   33.18872  ], 6
5, 13, [13], [5], [33.15571], 1
2, 2, [2], [2], [33.145157], 1
13, 11, [11], [13], [33.106342], 1

3, 11, [11], [3], [33.10707], 1
0, 1, [ 1  5 10 14], [6 6 6 0], [-28.01345     3.2239237  11.969513   33.154285 ], 4
3, 10, [10  7], [3 3], [32.960804 33.142696], 2
13, 15, [15], [13], [33.051186], 1
0, 1, [ 1  9 14], [6 5 0], [-20.378616  15.946026  33.15463 ], 3
2, 3, [ 3 14], [7 2], [-10.071436  33.137444], 2
14, 2, [2], [14], [33.2771], 1
3, 6, [6], [3], [33.146717], 1
3, 7, [7], [3], [33.14367], 1
5, 12, [12 16], [6 5], [-10.09231   33.106796], 2
12, 3, [3 2], [12 12], [32.92315  33.145866], 2
8, 2, [2], [8], [33.13869], 1
4, 14, [14], [4], [33.14929], 1
3, 16, [16], [3], [33.115517], 1
4, 4, [ 4 14 11  8], [4 4 4 4], [27.541758 24.16462  25.021452 33.15072 ], 4
9, 8, [8], [9], [33.222946], 1
3, 5, [ 5 15 14], [3 6 3], [22.626495 15.972443 33.156967], 3
7, 16, [16  8], [7 7], [33.062233 33.194614], 2
8, 7, [7], [8], [33.15634], 1
9, 8, [8], [9], [33.22339], 1
8, 12, [12  2], [8 8], [32.927204 33.138596], 2
5, 1, [1 2], [9 5], [-10.068686  33.146145], 2
11, 7, [7], [11], [33.13086], 1
1, 16, [16 14], [14  1], [-9.973469 33.156704], 2
1, 3, [3], [1], [33.043976], 1
14, 10, [10  7  6  7 15  9], [12 12 12 12 12 14], [-37.044262  -11.899025  -13.438802   -9.473415    3.9369812  33.110348 ], 6
11, 4, [4], [11], [33.037086], 1
5, 14, [14], [5], [33.149406], 1
1, 11, [11], [1], [33.107643], 1
2, 10, [10], [2], [33.08034], 1
7, 2, [ 2  4 13], [5 7 7], [-12.501701  28.944122  33.169167], 3
5, 5, [ 5 14], [6 5], [-10.069147  33.146957], 2

2, 16, [16  8 15], [ 2 13  2], [22.719112 16.006939 33.068333], 3
0, 4, [ 4  3 11], [6 6 0], [-20.40831   15.91126   33.108032], 3
1, 1, [1], [1], [33.050426], 1
9, 6, [6], [9], [33.230904], 1
13, 12, [12], [13], [33.042465], 1
12, 7, [7], [12], [33.15298], 1
13, 10, [10], [13], [33.070477], 1
7, 1, [ 1 16  2 10 15  7 15], [6 7 5 5 7 5 7], [-32.99676    -5.0841017 -23.714943  -26.409092  -24.144176  -35.397346
 -25.90577  ], 7
5, 2, [2 8], [5 5], [33.029232 33.149208], 2
9, 5, [5 9], [11  9], [-10.137775  33.044952], 2
13, 14, [14], [13], [33.166275], 1
3, 1, [ 1  3 15  6], [6 6 6 3], [-28.012976    3.2252815  11.96526    33.146603 ], 4
2, 15, [15  8], [5 2], [-10.037388  33.14961 ], 2
1, 14, [14], [1], [33.15668], 1
5, 4, [ 4 14 12  7], [5 5 6 5], [22.833408 16.316872 11.930647 33.145546], 4
4, 16, [16  7], [4 4], [33.025215 33.146744], 2
10, 2, [2], [10], [33.121227], 1
3, 2, [ 2 11], [3 3], [33.00666  33.107094], 2
1, 13, [13], [1], [33.15319], 1
0, 8, [ 8 11], [0 0], [33.016727 33.108517], 2
10, 13, [13], [10], [33.19661], 1
0, 1, [ 1 13], [6 0], [-10.056372  33.15258 ], 2
2, 4, [ 4 10 11], [6 6 2], [-20.388414  15.943015  33.10828 ], 3
5, 9, [ 9  3 14], [5 5 5], [30.414864 28.939238 33.1494  ], 3
14, 7, [ 7 16  2], [12 12 14], [-20.174011  16.10152   33.28259 ], 3
6, 15, [15  7], [6 6], [32.957535 33.145126], 2
7, 9, [ 9 11  6 11  6  8], [5 7 0 7 0 7], [-26.518751    5.7133627  -5.708372    3.576707    4.0638666  33.1971   ], 6
11, 10, [10], [11], [33.127014], 1
5, 2, [ 2 14  7], [5 5 5], [30.568775 29.04581  33.145546], 3
10, 10, [10], [10], [33.070084], 1
12, 5, [ 5 13], [12 12], [32.958626 33.19966 ], 2
12, 2, [2], [12], [33.141273], 1

6, 11, [11], [6], [33.123875], 1
6, 11, [11], [6], [33.12416], 1
5, 3, [ 3 11], [6 5], [-10.086952  33.110832], 2
3, 10, [10  6], [3 3], [32.96379  33.146603], 2
9, 8, [8], [9], [33.223526], 1
2, 10, [10 15 13], [5 2 2], [-12.546431  28.960436  33.150345], 3
14, 8, [ 8 15 13], [14 12 14], [22.768824 15.983533 33.190754], 3
4, 13, [13], [4], [33.154263], 1
0, 12, [12 13], [0 0], [32.93572  33.153183], 2
2, 16, [16], [2], [33.1123], 1
11, 5, [5 7], [11 11], [32.91398  33.130722], 2
7, 13, [13  8], [0 7], [-9.927361 33.190113], 2
0, 2, [2], [0], [33.143394], 1
3, 13, [13], [3], [33.15397], 1
5, 11, [11 14], [9 5], [-10.006445  33.139656], 2
7, 1, [ 1 13], [6 7], [-10.047056  33.167866], 2
11, 15, [15  8], [ 9 11], [-10.050171  33.165535], 2
9, 1, [1], [9], [33.0347], 1
7, 10, [10  5  8], [6 6 7], [-20.347818  15.957695  33.192436], 3
9, 12, [12], [9], [33.046795], 1
4, 3, [ 3 13], [1 4], [-10.066853  33.153484], 2
1, 9, [9], [1], [33.074585], 1
12, 4, [ 4 13], [12 12], [32.96816  33.199684], 2
8, 15, [15 16  8 14], [4 4 8 8], [-23.243076  11.162775  25.051847  33.167477], 4
9, 7, [7], [9], [33.174828], 1
10, 6, [6], [10], [33.18874], 1
11, 3, [3], [11], [33.033848], 1
9, 11, [11], [9], [33.104645], 1
10, 10, [10], [10], [33.07013], 1
1, 12, [12], [1], [33.043808], 1
0, 14, [14], [0], [33.153923], 1
9, 7, [7], [9], [33.174877], 1

14, 10, [10  1 13], [14 14 14], [30.519787 29.002209 33.19059 ], 3
10, 14, [14], [10], [33.07771], 1
3, 3, [ 3 14], [6 3], [-10.059742  33.156887], 2
0, 12, [12  4  8], [6 5 0], [-20.396393  15.934225  33.152138], 3
0, 7, [ 7  1  9 15  8], [0 6 5 5 0], [ 9.636121  -5.8469934 -3.1649346  7.9717236 33.15119  ], 5
1, 16, [16  2], [14  1], [-9.976311 33.1474  ], 2
8, 14, [14], [8], [33.165504], 1
7, 5, [ 5 14  8], [6 7 7], [-12.50494   29.088043  33.192436], 3
8, 10, [10  1], [8 8], [32.9161  33.04102], 2
2, 13, [13], [2], [33.1509], 1
5, 10, [10  5 11], [6 6 5], [-20.377705  15.907763  33.108475], 3
1, 8, [8], [1], [33.149773], 1
3, 15, [15  5  3 10  8], [7 3 6 6 3], [-25.628971    7.1475754  -3.1602736   7.9891605  33.18637  ], 5
8, 15, [15 13], [4 8], [-10.043476  33.165367], 2
9, 10, [10], [9], [33.087082], 1
3, 16, [16], [3], [33.114014], 1
12, 13, [13], [12], [33.199623], 1
12, 15, [15 13], [13 12], [-10.028799  33.201355], 2
11, 1, [1], [11], [33.03679], 1
6, 6, [ 6 13], [2 6], [-9.961971 33.15168 ], 2
5, 14, [14], [5], [33.1476], 1
1, 9, [9], [1], [33.074806], 1
2, 4, [ 4 16], [5 2], [-10.092321  33.10757 ], 2
6, 16, [16], [6], [33.10849], 1
9, 16, [16], [9], [33.145374], 1
6, 5, [5 2 8], [5 6 6], [-12.544565  29.021027  33.12679 ], 3
0, 11, [11], [0], [33.108284], 1
1, 6, [6], [1], [33.145157], 1
10, 5, [5], [10], [33.035484], 1
2, 3, [3], [2], [33.046524], 1
11, 10, [10], [11], [33.12705], 1
5, 14, [14], [5], [33.14705], 1

0, 6, [6], [0], [33.14456], 1
14, 1, [ 1 11  6 10  7  2], [ 5 12 12 12 12 14], [-37.116535 -11.945285 -13.434778  -9.449262   4.122778  33.269794], 6
1, 12, [12], [1], [33.043808], 1
13, 4, [4], [13], [33.04564], 1
2, 8, [ 8 14], [13  2], [-9.952856 33.137127], 2
13, 8, [8], [13], [33.18255], 1
6, 13, [13], [6], [33.15804], 1
1, 16, [16 14], [14  1], [-9.969128 33.156715], 2
11, 14, [14], [11], [33.072235], 1
6, 6, [ 6 14  6 16], [6 2 6 6], [19.83277  11.144899 25.009954 33.106873], 4
10, 16, [16  8], [ 1 10], [-9.9717655 33.13516  ], 2
2, 12, [12  8], [6 2], [-10.066534  33.150005], 2
9, 7, [7], [9], [33.172676], 1
9, 2, [2], [9], [33.124786], 1
12, 1, [ 1 14  2], [12 12 12], [30.444191 29.008871 33.14058 ], 3
11, 8, [8], [11], [33.165016], 1
6, 14, [14  7], [6 6], [33.029594 33.145126], 2
1, 6, [6], [1], [33.14515], 1
14, 16, [16], [14], [33.13703], 1
7, 16, [16  8], [7 7], [33.06482  33.200333], 2
11, 10, [10], [11], [33.127743], 1
0, 2, [2], [0], [33.143208], 1
7, 13, [13], [7], [33.1683], 1
7, 15, [15  8], [5 7], [-10.001371  33.19609 ], 2
0, 14, [14], [0], [33.154335], 1
12, 11, [11], [12], [33.120354], 1
2, 2, [2], [2], [33.14116], 1
8, 8, [ 8 14], [4 8], [-9.948948 33.16683 ], 2
1, 4, [4], [1], [33.04227], 1
0, 5, [ 5  8 14], [5 0 0], [-12.531546  29.043863  33.154865], 3
4, 13, [13], [4], [33.154278], 1
5, 8, [8], [5], [33.150917], 1

14, 12, [12 14 16  2], [ 7 14 12 14], [-20.057     16.471386  12.093456  33.269794], 4
10, 2, [2], [10], [33.12116], 1
4, 15, [15 14  8], [8 4 4], [-12.519125  29.04218   33.15072 ], 3
8, 14, [14], [8], [33.16332], 1
3, 12, [12 14], [0 3], [-10.063601  33.154617], 2
1, 3, [3], [1], [33.043976], 1
7, 7, [ 7 16], [5 7], [-9.956663 33.162464], 2
6, 1, [1 8], [6 6], [32.927917 33.127174], 2
